status," county"," narrative"
fatality,,"2021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021FatalitiesAllegheny"
fatality,Allegheny,"1. A 3-year-old male child died on February 3, 2021, as a result of physical abuse.Allegheny County Office of Children, Youth, and Families indicated the report onMarch 3, 2021, naming the victim child’s mother and the mother’s paramour asthe perpetrators. On the date of the incident, the paramour contacted the motherand reported the child was unable to breathe and emergency medical services(EMS) were contacted. Upon EMS’s arrival the child was found unresponsive,not breathing with no pulse, and was subsequently transported to the localhospital. Upon arrival at the hospital, it was determined the child sustained asubdural hematoma, a subarachnoid hemorrhage, a skull fracture, and severalfacial bruises and ear bruises. The injuries led to extensive swelling of the brainwhich subsequently caused the child’s death. The physician determined that theinjuries were the result of inflicted trauma. It was determined through theinvestigation the paramour was the sole caretaker for the child on the date of theincident despite the mother having concerns regarding the paramour harming thechild. There were no other children in the home at the time of the incident and noservices were provided. At the time the report was indicated, the mother’sparamour had been criminally charged, and no criminal charges had been filedagainst the mother. The family had no prior documented child welfareinvolvement.Armstrong"
fatality,Armstrong,"2. A 2-month-old female child died on December 29, 2020, as a result of seriousphysical neglect. Armstrong County Children and Youth Services indicated thereport on February 12, 2021, naming the victim child’s mother as the perpetrator.On the date of incident, the victim child was found unresponsive in the parents’bed and emergency medical services (EMS) were contacted. EMS was unable toresuscitate the child and the child was pronounced dead. Initially, it wassuspected the child died as a result of co-sleeping with the mother however, anautopsy revealed the child had an illegal substance in her system whichcontributed to the child’s death. It was determined through the investigation themother used the illegal substance while breastfeeding the child. As the result ofthe safety assessment completed, the two other children in the home at the timeof the incident were placed in foster care and services were provided. At the timethe report was indicated, the mother had been criminally charged. The family waspreviously known to child welfare.Bedford"
fatality,Bedford,"3. A 3-month-old female child died on January 2, 2021, as a result of physical abuse.Bedford County Children and Youth Services indicated the report on March 2,2021, naming the victim child’s mother and father as the perpetrators. On thedate of the incident, it was reported the victim child’s mother and father found thechild dead and emergency services were contacted. It was determined throughthe investigation the child died as a result of an inappropriate and unsafesleeping environment and drug screenings revealed that the mother and thefather were under the influence of illegal substances at the time of the incident.Page 1 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021There were no other children in the home at the time of the incident and noservices were provided. At the time the report was indicated, the mother and thefather had been criminally charged. The family had no prior documented childwelfare involvement.Clinton"
fatality,Clinton,"4. A 9-year-old male child died on November 30, 2020, as a result of physical abuse.Clinton County Children and Youth Services indicated the report on January 25,2021, naming the victim child’s maternal aunt as the perpetrator. On the date ofthe incident, police were called to the maternal aunt’s home by a concernedrelative and the victim child was found deceased in a bathtub. The child wasfound by police fully clothed and it was determined the child had been in thebathtub for approximately 16-24 hours. The preliminary autopsy results statedthe child sustained blunt force trauma to the head, neck, and torso, cigarette-typeburns, a broken toe, and bruises and lacerations in various stages of healing onthe body including the genital area. It was determined through the investigationthe maternal aunt dressed the unresponsive child, placed the child in the bathtub,and did not seek medical attention for the child. As the result of the safetyassessment completed, the five other children in the home at the time of theincident were placed with a relative and no services were provided. At the timethe report was indicated, the maternal aunt had been criminally charged. Thefamily was previously known to child welfare.Dauphin"
fatality,Dauphin,"5. A 1-month-old male child died on November 5, 2018, as a result of physicalabuse. Dauphin County Social Services for Children and Youth indicated thereport on February 5, 2021, naming the victim child’s mother and father as theperpetrators. On December 7, 2020, an addendum was made to the initialautopsy which revealed the victim child died as a result of complications ofasphyxia and the manner of death was updated to be homicide. On the date ofthe incident the child sustained a microfracture to the right side of the skull, softtissue trauma, a bruise to the head, subdural hematomas, petechialhemorrhages to the thymus, lungs, and heart, hemorrhages to the liver andadrenal gland, and a damaged frenulum. The child showed signs of damage tothe neck from compression caused by force applied to the neck. There wasevidence of old and new injuries to the child which indicated that the child hadinjuries prior to death for which no medical treatment was sought. It wasdetermined through the investigation the mother and the father were the solecaretakers of the child at the time of the incident. There were no other children inthe home at the time of the incident and no services were provided. At the timethe report was indicated, the criminal investigation was pending. The family hadno prior documented child welfare involvement.Delaware"
fatality,Delaware,"6. An 18-month-old female child died on January 20, 2021, as a result of physicalabuse. Delaware County Children and Youth Services indicated the report onMarch 18, 2021, naming the victim child’s mother and the mother’s paramour asthe perpetrators. On the date of the incident, the police responded to the home ofPage 2 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021the victim and found the child lying face-down with bruising on the child’s bodyand the child was pronounced dead. The medical examiner determined the childdied as the result of abusive injuries and the death was a homicide. The childdied due to multiple blunt force injuries with excessive loss of blood caused bybeing beaten. It was determined through the investigation the child initially was inthe care of the mother’s paramour while the mother was at work however themother returned home early from work on the date of the incident. As the resultof the safety assessment completed, the three other children in the home at thetime of the incident were placed with their father and services were provided. Atthe time the report was indicated, the criminal investigation was pending. Thefamily was previously known to child welfare.Fayette"
fatality,Fayette,"7. A 3-month-old male child died on December 8, 2020, as a result of physicalabuse. Fayette County Children and Youth Services indicated the report onJanuary 22, 2021, naming the victim child’s mother and father as theperpetrators. On the date of the incident, it was reported the father was feedingthe victim child, he fumbled, and the child fell face first onto the floor. The fatherreported he immediately picked up the child and the child went limp. The fatherreported waking the mother up, who was asleep at the time, and they contactedemergency services. The child was transported to the local hospital andpresented in cardiac arrest with an altered mental state. The child had bruising tothe face and arms, a frenulum tear, a traumatic brain injury, and healing ribfractures. The child later died as a result of the injuries sustained. As per thephysician, the injuries were indicative of abuse. The father and the mother werethe sole caretakers of the child at the time the of the incident and could notprovide a plausible explanation for the injuries sustained. As the result of thesafety assessment completed, the one other child in the home at the time of theincident was placed in foster care and services were provided. At the time thereport was indicated, the father had been criminally charged and no criminalcharges had been filed against the mother. The family was previously known tochild welfare.Lancaster"
fatality,Lancaster,"8. A 4-month-old female child died on December 5, 2020, as a result of seriousphysical neglect. Lancaster County Children and Youth Social Services Agencyindicated the report on February 1, 2021, naming the victim child’s mother andfather as the perpetrators. On the date of the incident, the mother and the fatherleft the child home in a crib while the mother took the father to work and returnedhome but left the home two more times; when the mother returned home for thelast time the victim child was found unresponsive in the crib by the mother. Thechild was transported via emergency medical services to the local hospital andwas subsequently pronounced dead. The cause of death was listed ascomplications with asphyxia and the manner of death was underdetermined. Asthe result of the safety assessment completed, the two other children in the homeat the time of the incident remained in the home with the mother and the fatherwith supervision by relatives and services were provided. At the time the reportwas indicated, no criminal charges had been filed. The family had no priordocumented child welfare involvement.Page 3 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021Lackawanna"
fatality,Lackawanna,"9. A 5-month-old female child died on August 8, 2020, as a result of serious physicalneglect and physical abuse. Lackawanna County Office of Youth and FamilyServices indicated the report on March 26, 2021, naming the victim child’smother’s paramour as the perpetrator. On February 17, 2021, an autopsyconfirmed that the victim child died as the result of co-sleeping with two adults,one of which being the mother’s paramour. It was determined through theinvestigation the mother’s paramour was under the influence of illegalsubstances at the time of the incident. On the date of the incident, it was reportedthe child was found unresponsive by another adult household member, policeand emergency medical services were contacted, and the child was pronounceddead. As the result of the safety assessment completed, the one other child inthe home at the time of the incident was placed in kinship care and services wereprovided. At the time the report was indicated, no criminal charges had beenfiled. The family was previously known to child welfare.Lawrence"
