status, county, narrative
fatality,Clarion,"1.) A six month old male child died on Nov. 15, 2013. The incident which ultimately resulted in this child’s fatality occurred on Aug. 31, 2013.  Clarion County Children and Youth Services substantiated the report in Oct. 2013, naming the maternal aunt’s paramour as a perpetrator by commission and the maternal aunt as a perpetrator by omission.  The child and his two brothers were camping with the maternal relatives in Clarion County at the time of the incident, but resided with their mother in Ashtabula County, Ohio.  On the date of incident, the maternal aunt and her paramour took the child into their tent.  Later, they came out of the tent and stated that the child was lethargic and started to vomit.  On this same date the child was driven to a hospital in Venango County by his maternal grandfather and maternal aunt, who reported that the child was lethargic and vomiting after waking from a nap.  When the child arrived at the hospital, he was non-responsive, seizing, and had multiple bruises.  The maternal grandfather and aunt did not have an explanation for the child’s condition.  The child’s injuries included subdural hematoma, extraordinary brain edema, and liver injury.  The child was intubated and put on life support.    The mother was not present during the incident and later admitted to using heroin the weekend that the children were in Clarion County.  On Sept. 9, 2013, the hospital reported to Clarion County Children and Youth Services that the child’s neurological system was devastated and that child was not expected to recover.  The father, who was incarcerated when the incident occurred, was subsequently released from prison on Sept. 10, 2013 and requested that he be allowed to take the child back to Ohio.  This request was denied and Pennsylvania State Police agreed to take protective custody if the family tried to remove the child from the hospital.  The child was taken off life support on Sept. 11, 2013.  On Sept. 16, 2013, the child was transferred from the hospital to a medical residential facility in Pennsylvania.  The mother and father were permitted to stay with the child at the facility.  The child died on Nov. 15, 2013.  The child has two male siblings, ages three and five.  Clarion County Children and Youth Services met with the siblings at the camp in Clarion County and determined that they were safe and they remained in the care of the maternal grandparents.  Ashtabula County Ohio Children Services Board was contacted on Aug. 31, 2013 and opened a case upon the family’s return to Ohio.  The perpetrators do not have any children.  The maternal aunt has been charged with conspiracy-criminal homicide, conspiracy-aggravated assault, endangering the welfare of children-preventing/interfering with making a report, conspiracy-simple assault, and recklessly endangering another person.  The aunt’s paramour has been charged with criminal homicide, conspiracy-criminal homicide, aggravated assault, endangering the welfare of a child, simple assault, and recklessly endangering another person.  They are both incarcerated and are awaiting their preliminary hearings which are scheduled for the beginning of March 2014. "
fatality,Crawford,"2) A 2 year old female child died by drowning on July 20, 2013. Crawford CountyChildren and Youth Services substantiated the report for lack of supervision, naming thematernal grandmother as the perpetrator. The child was in the care of the maternalgrandmother on the date of incident. The maternal grandmother admitted that the childwent outside without her knowledge and was missing for approximately 45 minutes.The maternal grandmother also admitted that she did not make sure the two gates tothe pool were secured. The maternal grandmother was previously known to CrawfordCounty Children and Youth Services in Sept. 2007 as a perpetrator by omission forfailing to protect her daughter from sexual abuse by a sibling. There is a 7-month-oldsister residing in the mother’s home. The mother will not allow the maternalgrandmother to care for this child. The maternal grandmother’s family was known toCrawford County Children and Youth for several years, when the mother was a child,due to multiple general protective services reports for home conditions, lack of hygiene,lack of supervision, and lack of food. There was no open case at the time of the child’sdeath. The family is currently receiving in-home parenting services. No criminalcharges have been filed.Cumberland County"
fatality,Cumberland,"3) An 8 year old male child died Sept. 5, 2013 after he was accidentally shot in the backof the head by his younger brother. Cumberland County Children and Youth Services(CYS) substantiated the report in Sept. 2013 and named the victim child’s biologicalmother a perpetrator due to neglect. At the time of the incident the mother and bothbiological children were residing at her paramour’s house. On the evening of Sept. 1the children’s mother stated that she took prescription drugs which caused her to fallasleep. She stated that her youngest child eventually shook her to wake her up andtold her he accidentally shot his brother. The mother called 911 and was told to placethe injured child on the bed and keep pressure on the wound until paramedics arrived.When paramedics arrived at the scene they found the injured child on the living roomfloor and his mother was in the bedroom sleeping. Paramedics stated the child wasbleeding from the back of his head and rushed him to a local hospital where he diedfour days later. The mother eventually admitted to snorting several prescription drugsthrough a straw on the evening her child was shot. CYS has been unable to locate thechildren’s biological father and has placed the younger sibling in agency foster care. InAug. 2013 a referral was received by CYS related to the condition of the paramour’shome. CYS made several unsuccessful attempts to meet the family at the paramour’shome, but were eventually able to reach the family via telephone to schedule a visit inSeptember. Pennsylvania State Police investigated the case and have charged thechildren’s mother with involuntary manslaughter and two counts each of recklessendangerment and endangering the welfare of a child. The mother is currentlyincarcerated as she awaits trial.2013 3rd Quarter SummariesJuly 1 – Sept. 30, 2013Delaware County"
fatality,Delaware,"4.) A six month old child is presumed deceased after an incident on Aug. 5, 2013.  Delaware County Children and Youth Services substantiated the report in Oct. 2013 listing the mother’s paramour as the perpetrator for physical abuse. The mother and child resided with her paramour, the paramour’s brother, the brother’s wife, and their son in a home in York County.  The family was in Delaware County visiting the paramour’s family. The child had not been seen by his mother since August 3 as the paramour was keeping the child away from the mother because he was allegedly “trying to bond with the child.” The mother was told by the paramour’s brother that the paramour had taken the child to Maine on August 4 to visit the maternal grandmother. The mother later stated that her paramour had told her that he hated the baby and had previously threatened to throw the child off of a bridge. The child was reported missing after the mother called her family’s home and was told the paramour and child were not there. The mother was eventually told by the paramour’s brother that the paramour admitted to him that he shook the child and the child stopped breathing. The paramour left the house with the child and allegedly buried the child somewhere outside of Delaware County. The mother’s paramour was eventually located back at their home in York County on August 7. He told investigators that he was playing roughly with the child; he shook the child so the child would be quiet, and the child stopped breathing. He stated that he attempted CPR on the child and he wrapped the child in a sheet and placed the child in the back of his car. He admitted that he initially buried the child in one place, dug the child up, and buried him in a second location after providing the child with a proper Muslim burial. The paramour has told investigators and the mother that they will never locate the child’s body. The paramour was arrested and remains incarcerated on the following charges: kidnapping to inflict injury or terror, kidnapping to facilitate a felony, false imprisonment, concealment of the whereabouts of a child, tampering or fabricating physical evidence, criminal homicide, abuse of a corpse, murder of the first degree, murder of the second degree, and murder of the third degree. He has pled not guilty and is currently awaiting trial.  The mother and the child had moved into the paramour’s home in May 2013. They resided there with the paramour’s brother, the brother’s wife, and their two year old son. The mother claimed that after she moved to the home her paramour and his brother began to abuse her, isolate her from her family, and prevent her from leaving their home. She also stated that her paramour and his brother would be physically abusive to the child by pinching and hitting him. The mother stated that her paramour would call the child “negative energy baby.” The two year old child was seen by York County Children and Youth Services and determined to be safe living with his mother and father, who deny the victim child was physical abused previously.  The family was not known to Delaware or York County Children and Youth Services prior to the incident. "
fatality,Elk,"5-6) A seven year old male child and his eight year old sister were shot and killed by their father on July 4, 2013.  The report was substantiated by Elk County Children and Youth Services in August 2013.  On the date of incident, the father called both children into his bedroom and used two different handguns to shoot them.  The father shot the male child seven times and the female child nine times.  The mother was at work during the incident.  There is a 14-year-old half-sister who was at a friend’s home on the date of incident.  After shooting the two children, the father shot and killed himself.  Reportedly, the mother and father’s relationship had been strained for several years.  The mother asked the father to leave the home multiple times, but he ignored her.  There was no report of domestic violence between the parents.  The father was described by the victim child’s mother as passive before this incident.  There is no history of Elk County Children Youth Services involvement.  There are no criminal charges, as the father is deceased.  The older half-sister is safe in the mother’s care.  The agency closed the case but has provided the mother with information about mental health and domestic violence services in the area that she can seek independently if warranted."
fatality,Lancaster,"7.) A three month old male child passed away on April 21, 2013 as a result of neglect.Lancaster County Children and Youth Services began their investigation into thisincident in July 2013 and substantiated the case in Sept. 2013 listing both the motherand father as perpetrators of medical neglect. The agency became aware of theincident at the time of the child’s death; however waited until the results of the autopsybefore starting their investigation. The parents stated that the child had been sick for 10days with high fevers for a period of eight days. The parents are of the Amish faith andstated that they were using natural remedies to treat the child. The child’s cause ofdeath was determined to be sepsis due to bronchopneumonia. The investigationdetermined that the child could have been treated and survived with prompt medicalattention and as little as $5 worth of medication. Amish doctors were available to thefamily but they chose not to take the child to one. The parents have acknowledged thatthey should have sought medical attention for the child. This was the family’s only child.The family was not known previously to Lancaster County Children and Youth Services.State police did investigate this case and have charged both parents with one countmisdemeanor endangering the welfare of a child and one count misdemeanor recklesslyendangering another person. The mother is currently pregnant and the agency willbegin providing services to the family once the child is born.Northampton County"
fatality,Northampton,"8) A newborn male child died Aug. 18, 2013 after being suffocated by his mother.Northampton County Department of Human Services substantiated the report in Aug.2013 naming the child’s biological mother as the perpetrator. The day after the child’sdeath his body was found stuffed in the tank of a toilet at a local bar. Police were calledand were able to eventually locate the victim child’s mother at which point sheconfessed to killing her newborn child. During questioning, she stated that a fewmonths prior to the incident she found out she was pregnant and told no one. On theevening of Aug. 18 she stated she met 3 friends at a local sports bar to watch wrestlingwhen she began to experience pains and went into the bathroom. While in the2013 3rd Quarter SummariesJuly 1 – Sept. 30, 2013bathroom she gave birth to a live baby boy and proceeded to suffocate him. She toldpolice that she then stuffed him in a trash bag and put him in the back of the toilet.Afterwards, she went back to the table with her friends for an hour and then went home.The victim’s mother was arrested and as of Jan. 2014 is awaiting trial on homicidecharges. The perpetrator has had no history with Northampton County or LehighCounty CYS, where she lived, prior to this incident.Philadelphia County"
fatality,Philadelphia,"9) A four year old female child died on July 16, 2013 from non-accidental blunt forcetrauma. Philadelphia Department of Human Services (DHS) indicated the case in July2013 based off of medical evidence and named the victim child’s biological mother andher paramour as the perpetrators. The victim child’s biological mother and herparamour brought the child to the hospital. The child was not breathing upon arrival anddoctors were unable to resuscitate; she was pronounced dead shortly after. Medicaltests show that the victim child died of non-accidental serious physical injuries. Shesuffered from abdominal blunt force trauma; she had a lacerated liver, numerousbruises all over her body, contusions, and fractures. When questioned about whathappened the victim child’s biological mother had provided inconsistent statementsabout the timeline of events. The mother stated that the child had not been feeling wellfor several days. Earlier in the evening the child had vomited and defecated in herpants. The mother placed the child in the bathtub but did not supervise her. Themother varied the amount of time she left the child alone in the tub, from 10 minutes toup to 30 minutes. The mother also claimed that the child was brought to the hospitalimmediately; however the child did not arrive at the hospital until after 2am. The motherstated that instead of calling an ambulance, she attempted to contact her paramour, asshe thought he would arrive more quickly. She was unable to reach her paramour soshe sent a text to her uncle requesting a ride. She also made several other calls“accidentally” that night prior to taking the child to the hospital. The mother claims shecontacted her paramour around 12:30 am but that he didn’t arrive at the home until after2 am. When questioned about the bruises all over the child’s body, the biologicalmother stated that a 5 year old at the victim child’s daycare beat her the previous twodays. Philadelphia police arrested the biological mother, and charged her with murder,endangering the welfare of a child, conspiracy-aggravated assault, and involuntarymanslaughter. In Sept. 2013 she pled guilty to the endangerment, conspiracy, andinvoluntary manslaughter charges. She is currently awaiting sentencing. The mother’sparamour, who is also the biological father of the youngest child, was arrested andcharged with murder, conspiracy, aggravated assault, involuntary manslaughter, andendangering the welfare of a child. He is currently incarcerated and awaiting trial. Thefamily has a history with DHS. There were five prior referrals from 2007-2013 and eachprevious report was unsubstantiated, two of which have been expunged from thesystem. The most recent referral was received in June 2013 relating to concernsregarding the child limping, having a bruise near her chin, and an open woundsurrounded by a bruise on her back. At least two other reports were received aroundthis same time frame concerning the number and type of injuries the child had. Thechild and her mother were interviewed and denied that the child was being abused by2013 3rd Quarter SummariesJuly 1 – Sept. 30, 2013anyone. Medical consultations also stated that the injuries appeared consistent withexplanations provided by the child and her mother. The family was referred forvoluntary family empowerment services, and the first meeting with the family was held on July 3, 2014. The mother rescheduled or missed subsequent appointments and theservice worker planned on making an unannounced visit to the home the afternoon ofthe child’s death. The biological mother has two other children, one of which lives fulltime with the maternal grandmother and was not at the home on the evening of theincident, and the other, just under one year old, was placed in foster care. PhiladelphiaDHS is looking into kinship resources for the youngest child."
fatality,Philadelphia,"10.) A seven year old male child died on July 18, 2013 as a result of neglect while at hisdaycare. The Southeast Office of Children, Youth, and Families substantiated the casein Sept. 2013 listing the daycare director and three staff as perpetrators for lack ofsupervision. The child and 22 of his peers were taken for an outing to a city pool. Thedaycare had knowledge that the child and some of his peers could not swim. Thedaycare staff had received water safety training from the American Red Cross two daysprior to the outing. Three trips had to be made in order to transport all of the children tothe pool. The daycare staff stated that they assumed none of the children could swimso they grouped all of the children in the shallow end of the pool. There was no dividerbetween shallow and deep ends of the pool. Three to four lifeguards were present andon duty at the time of the incident. At one point there was three staff for 21 children inthe pool, which is short of the 6:1 ratio required by child care regulations. The child wasnoticed to be missing once the daycare director arrived back on site and did a headcount of the children. The child was pulled from the bottom of the pool, provided CPR,and transported to a local hospital where he later passed away. The investigationdetermined that staff was not assigned specific children to monitor and none of the staffpresent were accountable for the child’s whereabouts. Additionally, the staff to childratio did not meet regulatory standards. The daycare had been cited in June 2013 formissing documentation of staff qualifications and health assessments and for a numberof physical site issues. These violations were corrected by the end of June. Thelicense for the daycare was formally revoked on Sept. 3, 2012 but is currently underappeal. Police have investigated this case and no charges have been filed."
fatality,Philadelphia,"11) A 3 year old female child died on Sept. 9, 2013 as a result of starvation.Philadelphia Department of Human Services (DHS) indicated the case in Sept. 2013and named the child’s biological mother and father as the perpetrators. The victim childwas brought to the hospital by her mother on Sept. 9 where doctors stated she wasdead on arrival. During her examination doctors noted multiple wounds over variousparts of her body, flea bites, and live cockroaches were still on the child, she wasmalnourished, emaciated, and dehydrated. The coroner ruled the cause of death ashomicide due to starvation. The victim child suffered no blunt force trauma and itappeared to doctors that her bruising was a result of her extremely poor nutrition. Thevictim child was also blind in one eye and had extreme developmental delays, but hadnot been seen by a physician in over a year. There were four other children in thehousehold, between ages 4 through 9 years old, all of whom were immediately removedfrom the home and are now in foster care. DHS is looking into the possibility of kinship2013 3rd Quarter SummariesJuly 1 – Sept. 30, 2013care, but at this time is proceeding cautiously due to the nature of neglect to the childrenpreviously with no relatives intervening. The family was known to DHS but did not havea case open at the time the child died. Previously, three of the siblings wereadjudicated dependent and placed in foster care due to poor living conditions. Whilethe children were in foster care the biological family moved into more appropriatehousing and a year later the court ordered the children be returned to the biologicalfamily. DHS provided in home supervision, monitoring, and support services to thefamily, during which time enough progress was made for the case to be closed in Jan.2009, ten months before the victim child and her twin were born. Both biologicalparents are currently incarcerated awaiting trial on charges of first degree murder andendangering the welfare of children (one charge for each child in the household).NEAR FATALITIESAllegheny County"
