status, county, narrative
fatality,,"2021 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2021FatalitiesAllegheny"
fatality,Allegheny,"1.) An 11-month-old female child died on August 19, 2021, as a result of serious physicalneglect. Allegheny County Office of Children, Youth, and Families indicated the report onNovember 15, 2021, naming the victim child’s father as the perpetrator. On the date ofthe incident, it was reported the victim child was found limp, emergency medical serviceswere contacted, and cardiopulmonary resuscitation was initiated. The child wastransported to the local regional pediatric hospital and pronounced dead. An autopsyrevealed that the cause of death was determined to be illegal substance toxicity. It wasdetermined through the investigation that the father was the sole caregiver of the child atthe time of the incident. As the result of the safety assessment completed, the two otherchildren in the home at the time of the incident remained in the mother’s care and noservices were provided. At the time the report was indicated, the criminal investigationwas pending. The family was previously known to child welfare."
fatality,Allegheny,"2.) A 5-year-old male child died on November 22, 2021, as a result of serious physicalneglect. Allegheny County Office of Children, Youth, and Families indicated the report onDecember 20, 2021, naming the victim child’s mother and father as the perpetrators. Onthe date of the incident, the victim child was shot in the head. The child was transportedvia ambulance to the local regional pediatric hospital. Upon arrival at the hospital, thechild was pronounced dead. It was determined through the investigation that the motherand the father left an unsecured gun accessible to the children and the victim child’ssibling shot the victim child. As the result of the safety assessment completed, the victimchild’s sibling was placed into a congregate care setting and the two other children in thehome at the time of the incident remained in the home. The family received services. Atthe time the report was indicated, the mother and the father had been criminallycharged. The family had no prior documented child welfare involvement.Beaver"
fatality,Beaver,"3.) A 2-month-old male child died on November 18, 2017, as a result of physical abuse.Beaver County Children and Youth Services indicated the report on November 1, 2021,naming the victim child’s maternal grandmother and grandfather as the perpetrators. Onthe date of the incident, it was reported the victim child was found unresponsive whileco-sleeping with a sibling and emergency services were contacted. Upon arrival ofemergency services, the child was pronounced dead. On September 3, 2021, theautopsy and toxicology report revealed the presence of an illegal substance and over thecounter medication in the child’s system at the time of death. The cause of death waslisted as combined drug poisoning. It was determined through the investigation that thematernal grandmother and grandfather were the sole caregivers of the child at the timeof the incident. As the result of the safety assessment completed, the one other child inthe home at the time of the incident was residing with the father and no services wereprovided. At the time of the report was indicated, the criminal investigation was pending.The family was previously known to child welfare."
fatality,Beaver,"4.) A 9-month-old female child died on October 9, 2021, as a result of serious physicalneglect. Beaver County Children and Youth Services indicated the report on October 19,2021, naming the victim child’s mother as the perpetrator. On September 25, 2021, itwas reported the mother found the victim child limp, began cardiopulmonaryresuscitation, and contacted emergency medical services. Upon arrival of emergency1July 19, 20242021 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2021services, the child was found in cardiac arrest with an illegal substance in the mouth andwas transported to the local pediatric regional hospital. The child was administered atoxicology screening and tested positive for illegal substances. The child subsequentlydied on October 9, 2021, as a result of ingestion. It was determined through theinvestigation that the mother was the sole caregiver of the child at the time of theincident. There were no other children in the home at the time of the incident and noservices were provided. At the time the report was indicated, the mother had beencriminally charged. The family had no prior child welfare involvement.Berks"
fatality,Berks,"5.) A 14-month-old female child died on February 18, 2020, as a result of physical abuse.Berks County Children and Youth Services founded the report on December 28, 2021,naming the victim child’s father as the perpetrator. On the date of the incident, the victimchild became unresponsive while co-sleeping with the father and was transported to thelocal hospital. Upon arrival at the hospital, the child was pronounced dead. It wasdetermined through the investigation that the father was under the influence of an illegalsubstance at the time of the incident. As the result of the safety assessment completed,the three other children in the home at the time of the incident were placed with arelative and services were provided. At the time the report was founded, the perpetratorhad a disposition of criminal charges. The family had no prior documented child welfareinvolvement."
fatality,Berks,"6.) A 3-month-old female child died on September 23, 2021, as a result of serious physicalneglect. Berks County Children and Youth Services indicated the report on November17, 2021, naming the victim child’s mother and father as the perpetrators. On the date ofthe incident, the victim child was found by the mother pale, cold to the touch, andunresponsive on the living room floor where she had been sleeping; the mothercontacted emergency services and the father attempted cardiopulmonary resuscitation.Emergency services arrived and the child was pronounced dead. An autopsy wascompleted which revealed the child died as a result of asphyxiation. It was determinedthrough the investigation that the mother and the father allowed the child to sleep inunsafe sleeping conditions and failed to provide appropriate supervision which led to thechild’s death. As a result of the safety assessment completed, the victim child and fiveother children in the home at the time of the incident remained in the care of the motherand the father with all contact being supervised by a relative and services were provided.At the time the report was indicated, no criminal charges had been filed. The family hadno prior documented child welfare involvement.Cumberland"
fatality,Cumberland,"7.) A 10-year-old female child died on August 15, 2021, as a result of serious physicalneglect. Cumberland County Children and Youth Services indicated the report onOctober 15, 2021, naming the victim child’s mother and father as the perpetrators. Onthe date of the incident, the victim child was found unresponsive by the mother and thechild subsequently died. The child had a preexisting medical condition which causedsevere symptoms when the child was eating minimally leading up to the child’s state ofunresponsiveness. An autopsy was completed which revealed fecal matter in the colonand the child was underweight. It was determined through the investigation that the childhad not been medically evaluated since 2016 and the mother and the father were awareof the child’s medical condition and were not seeking appropriate medical care for thechild. As the result of the safety assessment completed, the one other child in the home2July 19, 20242021 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2021at the time of the incident remained in the care of the mother and the father and serviceswere provided. At the time the report was indicated, the criminal investigation waspending. The family had no prior documented child welfare involvement.Dauphin"
fatality,Dauphin,"8.) An 8-year-old male child died on August 6, 2021, as a result of physical abuse. DauphinCounty Social Services for Children and Youth indicated the report on October 4, 2021,naming the victim child’s paternal grandfather as the perpetrator. On the date of theincident, the paternal grandfather set fire to the family home with the victim child in thehome. The child was found by emergency services dead barricaded in a back bedroomof the home. The paternal grandfather was also found dead with a lighter and gas canlaying outside the bedroom where the child was found. The one other child in the homeat the time incident also died as result of this incident and no services were provided. Atthe time the report was indicated, no criminal charges had been filed. The family waspreviously known to child welfare."
fatality,Dauphin,"9.) A 5-year-old female child died on August 6, 2021, as a result of physical abuse. DauphinCounty Social Services for Children and Youth indicated the report on October 4, 2021,naming the victim child’s paternal grandfather as the perpetrator. On the date of theincident, the paternal grandfather set fire to the family home with the victim child in thehome. The child was found by emergency services dead barricaded in a back bedroomof the home. The paternal grandfather was also found dead with a lighter and gas canlaying outside the bedroom where the child was found. The one other child in the homeat the time incident also died as result of this incident and no services were provided. Atthe time the report was indicated, no criminal charges had been filed. The family waspreviously known to child welfare."
fatality,Dauphin,"10.) A 14-year-old male child died on October 29, 2021, as a result of serious physicalneglect. Dauphin County Social Services for Children and Youth indicated the report onDecember 28, 2021, naming the victim child’s paramour as the perpetrator. On the dateof the incident, the victim child overdosed on an illegal substance and died. It wasdetermined through the investigation that the paramour purchased the illegal substance,fell asleep, and while the paramour was sleeping the child obtained the illegal substanceand ingested the substance. There were no other children in the home at the time of theincident. At the time the report was indicated, the paramour had been criminally charged.The family was previously known to child welfare. The victim child of this near fatalityreport was previously the subject of a substantiated near fatality report."
fatality,Dauphin,"11.) A 14-year-old male child died on October 29, 2021, as a result of serious physicalneglect. Dauphin County Social Services for Children and Youth indicated the report onDecember 28, 2021, naming the victim child’s mother as the perpetrator. On the date ofthe incident, the victim child overdosed on an illegal substance and died. It wasdetermined through the investigation, that the mother was aware the child was in thecare of a known drug user who was the child’s adult paramour and was aware the childwas using drugs; the mother did not intervene. There were no other children in the homeat the time of the incident. At the time the report was indicated, the mother had beencriminally charged. The family was previously known to child welfare. The victim child ofthis near fatality report was previously the subject of a substantiated near fatality report.Fayette"
