fatality,,"2021 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2021FatalitiesAllegheny"
fatality,Allegheny,"1. A 3-year-old female child died on March 26, 2021, as a result of seriousphysical neglect. Allegheny County Office of Children, Youth, and Familiesindicated the report on May 24, 2021, naming the victim child’s father andmother as the perpetrators. On the date of the incident, the victim child wasshot by the child’s sibling with a gun which was unsecured and loaded. Thechild was transported to the local hospital and pronounced dead. It wasdetermined through the investigation there were several unsecured guns inthe mother and the father’s home at the time of the incident. As the result ofthe safety assessment completed, the sibling and one other child in the homeat the time of the incident remained in the care of the mother and the fatherand services were provided. At the time the report was indicated, the motherand the father had been criminally charged. The family had no priordocumented child welfare involvement.Beaver"
fatality,Beaver,"2. A 16-year-old female child died on February 22, 2021, as a result of physicalabuse. Beaver County Children and Youth Services indicated the report onApril 23, 2021, naming the victim child’s mother as the perpetrator. On thedate of the incident, the mother shot and killed the victim child. It wasdetermined through the investigation the mother admitted to the police thatshe had been planning to kill her child for at least two weeks prior to theincident. There were no other children in the home at the time of the incident.At the time the report was indicated, the mother had been criminally charged.The family was previously known to child welfare.Bucks"
fatality,Bucks,"3. A 14-year-old female child died on July 9, 2016, as a result of physical abuse.Bucks County Children and Youth Social Services Agency founded the reporton June 3, 2021, naming the victim child’s mother and mother’s paramour asthe perpetrators. On the date of the incident, the victim child’s mother andmother’s paramour physically assaulted the victim child which led to thechild’s death. It was determined through the investigation the mother and themother’s paramour were responsible for the same factual circumstances asconcluded in the criminal investigation and court proceedings. As the result ofthe safety assessment completed, the one other child in the home at the timeof the incident was placed with a relative and services were provided. At thetime the report was founded, the mother and the mother’s paramour haddispositions of criminal charges. The family was previously known to childwelfare."
fatality,Bucks,"4. A 2-month-old female child died on March 2, 2021, as a result of seriousphysical neglect. Bucks County Children and Youth Social Services Agencyindicated the report on April 12, 2021, naming the victim child’s mother,father, and paternal grandmother as the perpetrators. On the date of theincident, the victim child was found unresponsive in bed with the mother andthe father. Emergency medical services were contacted, and the child was1July 19, 20242021 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2021transported to the local hospital and pronounced dead. A toxicologyscreening revealed the mother and the father tested positive for illegalsubstances at the time of the incident. It was determined through theinvestigation that the paternal grandmother was responsible for supervisingall contact between the mother, the father, and the child based on a safetyplan which was previously put in place. As the result of the safetyassessment completed, the two other children in the home at the time of theincident remained in the home with a relative supervising all contact betweenthe mother, the father, and the children and services were provided. At thetime the report was indicated, the mother had been criminally charged, thecriminal investigation against the father was pending, and no criminal chargeswere filed against the maternal grandmother. The family was previouslyknown to child welfare.Erie"
fatality,Erie,"5. A 14-month-old female child died on February 9, 2015, as a result of physicalabuse. Erie County Office of Children and Youth indicated the report on May4, 2021, naming an unknown perpetrator. On the date of the incident, thevictim child was transported to the local hospital via ambulance after beingfound unresponsive in the family home. Upon arrival at the hospital, the childwas pronounced dead. An autopsy and toxicology screening revealed thechild tested positive for an illegal substance at the time of death. It wasdetermined through the investigation on May 4, 2021, that it was unknownwho provided the illegal substance. As the result of the safety assessmentcompleted, the one other child in the home at the time of the incident wasplaced in foster care and services were provided. At the time the report wasindicated, the criminal investigation was pending. The family had no priordocumented child welfare involvement.Lawrence"
fatality,Lawrence,"6. A 3-year-old female child died on April 28, 2021, as a result of physicalabuse. Lawrence County Children and Youth Services indicated the report onJune 3, 2021, naming the victim child’s mother and mother’s paramour as theperpetrators. On the date of the incident, the mother’s paramour reported heleft the victim child alone in the bathtub and when he returned the child wasunresponsive; emergency services were contacted, and the child wastransported to the regional pediatric hospital. The child presented at thehospital with a severe brain injury and healing patterned lesions on the skin.The child was subsequently pronounced dead. It was determined through theinvestigation the explanation provided by the mother’s paramour was notplausible based on the injuries sustained by the child and the mother’sparamour was the sole caregiver of the child at the time of the incident. It wasalso determined through the investigation that correspondence between themother and the mother’s paramour revealed the mother was aware of theabuse. As the result of the safety assessment completed, the one other childin the home at the time of the incident was placed with a relative and serviceswere provided. At the time the report was indicated, the mother’s paramourhad been criminally charged and no criminal charges were filed against themother. The family was previously known to child welfare.2July 19, 20242021 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2021Lehigh"
fatality,Lehigh,"7. A 21-month-old male child died on April 6, 2021, as a result of seriousphysical neglect. Lehigh County Office Children and Youth Services indicatedthe report on June 2, 2021, naming the victim child’s mother and father as theperpetrators. On the date of the incident, the victim child was foundunresponsive by the mother and the child was transported to the localhospital by a neighbor. Upon arrival at the hospital, the child was pronounceddead. The physician noted that the child presented to the hospital in rigormortis and had been dead for several hours. It was determined through theinvestigation the child had been dead for several hours while the mother andthe father were responsible for caring for the child while under the influenceof substances. As the result of the safety assessment completed, the threeother children in the home at the time of the incident were placed with arelative and services were provided. At the time the report was indicated, thecriminal investigation was pending. The family was previously known to childwelfare.Monroe"
fatality,Monroe,"8. A 2-month-old female child died on March 19, 2021, as a result of physicalabuse and serious physical neglect. Monroe County Children and YouthServices indicated the report on May 13, 2021, naming the victim child’sfather and mother as the perpetrators. On the date of the incident, the motherand a household member contacted emergency services and reported thevictim child was unresponsive. It was initially reported the father was co-sleeping with the child on the couch while under the influence of substances.The child presented at the hospital and was pronounced dead. An autopsywas completed and revealed the child was found to have skull fractures andthe cause of death was ruled a homicide by blunt force trauma. It wasdetermined through the investigation that both the mother and the father wereunder the influence of an illegal substance at the time of the incident. It wasalso determined through the investigation, that the father admitted tobecoming frustrated with the child and harming the child and the motherdelayed contacting emergency services upon finding the child unresponsive.As the result of the safety assessment completed, the one other child in thehome at the time of the incident was placed in foster care and no serviceswere provided. At the time the report was indicated, the mother and the fatherhad been criminally charged. The family was previously known to childwelfare."
fatality,Monroe,"9. An 11-year-old male child died on May 4, 2021, as a result of physical abuse.Monroe County Children and Youth Services indicated the report on June 15,2021, naming the victim child’s 14-year-old sibling as the perpetrator. On thedate of the incident, the victim child was in the care of the 14-year-old siblingand was shot in the head by the sibling. Police responded to the home andthe child was pronounced dead. It was reported by the sibling the unloadedgun was retrieved from the gun safe in the home to show a friend; the gunwas then loaded, cocked, and unloaded however; the chamber was notchecked. The sibling reported accidentally pulling the trigger and shooting thechild in the head with the bullet left in the chamber of the gun. As the result ofthe safety assessment completed, the 14-year-old sibling and one other child3July 19, 20242021 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2021in the home at the time of the incident remained in the care of the mother andthe father and services were provided. At the time the report was indicated,the criminal investigation was pending. The family had no prior documentedchild welfare involvement.Montgomery"
